st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,st22,st23,st24,st25,st26,st27,st28,st29,st30,st31,st32,st33,st34,st35,st36,st37,st38,st39,st40,st41,st42,st43,st44,st45,cpu-cycles,instructions,bus-cycles,cache-references,cache-misses,branch-instructions,branch-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-icache-loads,L1-icache-load-missesd,TLB-load-misses,iTLB-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,Label
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.594932,1,0.13029,0.5031,0,0.100652,0.001865,0.280529,0,0.222577,0,0.223437,0,0,0,0,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.994066,1,0.998517,0.453562,0.000049,0.162852,0.000018,0.255893,0.000028,0.19767,0,0.221259,0.000015,0.000021,0.000007,0.000063,0.000002,0.000027,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.48006,1,0.870011,0.516459,0.068149,0.069442,0.000025,0.378717,0.067977,0.137747,0.000173,0.012235,0,0.053623,0.000001,0.144332,0.004894,0.068149,0.000033,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.508914,1,0.877229,0.517933,0.068575,0.069113,0.000025,0.379697,0.068418,0.138245,0.00016,0.008887,0.000002,0.053981,0.000001,0.145107,0.004956,0.068574,0.000033,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,1.926545,1,0.739959,0.952956,0.073222,0.073877,0.000075,0.768062,0.072999,0.184977,0.000026,0.490542,0.000001,0.042699,0.000001,0.209142,0.009463,0.073131,0.00002,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,2.855042,1,0.796799,0.502787,0.052939,0.059545,0.000715,0.396433,0.052811,0.106412,0.000031,0.303398,0.000003,0.052348,0.000001,0.149274,0.006807,0.052816,0.000013,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,2.670042,1,1.398626,1.541507,0.180639,0.210515,0.000212,1.129674,0.180749,0.41197,0.000038,0.049448,0.000006,0.203388,0.000003,0.540524,0.012894,0.180716,0.000029,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.620869,1,0.65673,0.497833,0.032377,0.063627,0.000342,0.37701,0.032443,0.12107,0.000011,0.282152,0.000001,0.029927,0.000001,0.086965,0.003962,0.032242,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.91579,1,0.729807,0.50155,0.034292,0.064773,0.000244,0.376334,0.034383,0.125361,0.00003,0.261069,0.000001,0.030975,0.000001,0.094784,0.004011,0.034381,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.364779,1,1.319471,0.845619,0.183323,0.389245,0.000128,1.946846,0.182923,7.858072,0.000401,0.585624,0.000005,0.159397,0.000002,0.524925,0.025633,0.183318,0.000025,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.854608,1,1.565053,1.267302,0.152478,0.162194,0.00042,0.953756,0.152536,0.313502,0.000395,0.198266,0.000002,0.122184,0.000002,0.460615,0.005509,0.153342,0.000035,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,1.335724,1,0.928806,0.730466,0.084251,0.172475,0.000068,0.935447,0.084206,3.537598,0.000052,0.488164,0.000001,0.076574,0.000001,0.238862,0.010614,0.084229,0.000009,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,1.986948,1,1.019613,0.528,0.173074,0.357067,0.000133,1.898091,0.172726,0.724906,0.000369,1.089482,0.000001,0.157152,0.000002,0.48982,0.02177,0.173016,0.000019,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.70585,1,0.176934,0.545498,0.001429,0.078767,0.001631,0.04285,0.001425,0.069891,0.000001,0.102541,0,0.00002,0,0.002818,0.001215,0.001425,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.764632,1,0.656696,0.942336,0.054001,0.233577,0.000105,0.379714,0.053774,0.466824,0.000166,0.761274,0.000004,0.057942,0.000001,0.160635,0.003667,0.054015,0.000007,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.551249,1,0.387813,0.450645,0.018142,0.041941,0.000021,0.356281,0.009583,0.094329,0.008577,0.180226,0.000001,0.005282,0,0.04384,0.001498,0.018165,0.004033,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.295739,1,0.323936,0.353816,0.010014,0.039784,0.000167,0.294791,0.007524,0.059026,0.002492,0.259552,0.000001,0.000119,0,0.016012,0.003418,0.010014,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,1.079188,1,0.269798,0.472136,0.013136,0.055607,0.000022,0.361025,0.00965,0.111109,0.003482,0.278312,0.000001,0.000057,0,0.020681,0.003537,0.013148,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,2.68796,1,1.219229,1.201693,0.034852,0.291539,0.000074,0.619049,0.034979,0.582629,0.000236,0.473469,0.000005,0.000308,0.000002,0.057588,0.018569,0.035343,0.000028,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.926956,1,0.602773,1.463377,0,4.343307,0.000002,0.953549,0,0.626408,0,0.565551,0.000004,0.000004,0.000004,0.000005,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.042755,1,0.260703,0.344021,0.002042,0.197351,0.006912,0.21212,0.001339,0.132397,0.000236,0.336191,0.010971,0.003763,0.004077,0.012316,0.000002,0.000948,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.593152,1,0.135892,0.50312,0,0.100654,0.001865,0.280529,0,0.222591,0,0.222801,0,0,0,0,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.749601,1,0.9374,0.453561,0.00002,0.162852,0.000018,0.255891,0.000033,0.197671,0,0.221254,0.000015,0.000021,0.000008,0.00007,0.000002,0.000025,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.341622,1,0.835409,0.516441,0.068142,0.069439,0.000025,0.378694,0.067976,0.137738,0.000164,0.012122,0,0.053621,0.000001,0.144378,0.004784,0.068145,0.000033,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.032162,1,0.867557,0.51794,0.068586,0.069113,0.000025,0.379673,0.068417,0.138231,0.000162,0.008691,0.000001,0.053979,0.000001,0.145207,0.004967,0.068578,0.000033,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,1.400367,1,0.611303,1.279413,0.098703,0.099004,0.0001,1.03234,0.098695,0.247791,0.000036,0.654387,0.000001,0.057297,0.000002,0.282084,0.01276,0.098819,0.000027,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.302602,1,0.827027,0.434853,0.045671,0.051495,0.000619,0.342825,0.045578,0.092024,0.000033,0.262443,0,0.045267,0.000001,0.129859,0.005825,0.045739,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.474032,1,1.118556,0.482931,0.0554,0.065949,0.000067,0.353881,0.055706,0.129039,0.000012,0.016112,0.000002,0.063706,0.000001,0.166702,0.004073,0.055984,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.349743,1,0.729392,0.497646,0.047414,0.092327,0.000496,0.547123,0.047436,0.175668,0.000016,0.410258,0.000001,0.043387,0.000001,0.126766,0.005707,0.047323,0.000012,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.858565,1,0.715923,0.501286,0.03461,0.06475,0.000244,0.376375,0.034133,0.125389,0.00003,0.261121,0.000001,0.030979,0.000001,0.094355,0.00401,0.034073,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,3.099539,1,1.965028,0.857754,0.377278,0.800914,0.000264,3.993506,0.376432,1.614734,0.000873,1.101574,0.000009,0.328031,0.000005,1.080046,0.053159,0.377262,0.000054,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.935675,1,1.233983,0.528907,0.063347,0.067681,0.000175,0.398111,0.063236,0.130876,0.000166,0.081954,0.000001,0.051204,0.000001,0.191482,0.002302,0.063755,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.235622,1,1.707441,1.451748,0.291309,0.595762,0.00022,3.224154,0.291128,1.218931,0.000185,1.666467,0.000006,0.264746,0.000004,0.823525,0.036668,0.291304,0.000032,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,1.95125,1,1.008116,0.635603,0.153636,0.316649,0.000118,1.681697,0.153293,0.641512,0.000322,0.955993,0.000001,0.139477,0.000002,0.434188,0.019394,0.153666,0.000017,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.995436,1,0.420969,0.741602,0.007857,0.456722,0.009456,2.119301,0.007891,1.043494,0.000004,1.87095,0.000002,0.000114,0.000001,0.015654,0.007043,0.007908,0.000002,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.717228,1,1.374656,1.988299,0.164076,0.709109,0.000319,0.861922,0.163617,1.417218,0.000501,2.311129,0.000012,0.175911,0.000003,0.48151,0.011356,0.164179,0.000021,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,0.935949,1,0.662592,0.846586,0.345366,0.796904,0.000401,6.769598,0.182419,1.792369,0.163001,3.423674,0.000031,0.100364,0.000007,0.835668,0.027486,0.34471,0.076171,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.301952,1,0.35978,0.406545,0.013453,0.053425,0.000225,0.395859,0.010111,0.079264,0.003344,0.348542,0.000001,0.00016,0,0.021327,0.004431,0.01346,0.003344,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,1.048392,1,0.262101,0.472132,0.013541,0.055606,0.000022,0.361023,0.010057,0.111109,0.003481,0.278307,0.000001,0.000056,0,0.020913,0.003545,0.013545,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.398657,1,0.349664,0.36543,0.003651,0.038528,0.00001,0.288435,0.003534,0.076997,0.000032,0.269186,0.000001,0.000041,0,0.006366,0.002429,0.003602,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.135737,1,0.31911,0.582823,0,0.067912,0,0.045672,0,0.012539,0,0.026574,0.000001,0,0,0.000001,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.054489,1,0.263601,0.344531,0.002403,0.1976,0.007143,0.2129,0.001844,0.132222,0.000238,0.33984,0.010484,0.003734,0.00413,0.012223,0.000002,0.000928,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.750751,1,0.702056,0.730417,0,0.490575,0.009089,1.367266,0.000001,1.084887,0,1.088558,0.000001,0.000001,0.000001,0.000003,0,0.000002,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.649904,1,0.912476,0.45358,0.000038,0.162857,0.000018,0.255889,0.000043,0.197671,0,0.221258,0.000015,0.000021,0.000008,0.000263,0.000002,0.000184,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.308287,1,0.827071,0.516426,0.068143,0.069436,0.000025,0.378705,0.067977,0.137743,0.000169,0.012217,0,0.053618,0.000001,0.144534,0.004558,0.068138,0.000032,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.328294,1,0.832073,0.517962,0.068587,0.069113,0.000025,0.379712,0.068417,0.138259,0.000167,0.008894,0.000001,0.05397,0.000001,0.145829,0.004604,0.068576,0.000032,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,1.111629,1,0.887434,1.278885,0.098714,0.098934,0.0001,1.0351,0.098611,0.249145,0.000036,0.660178,0.000001,0.055308,0.000002,0.28477,0.012377,0.098773,0.000028,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.2164,1,0.810394,0.434875,0.045653,0.051497,0.00062,0.342938,0.045543,0.092062,0.000053,0.262722,0.000001,0.045251,0.000001,0.131662,0.005639,0.045699,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.44539,1,1.111348,0.483022,0.056801,0.065959,0.000067,0.353966,0.056393,0.129051,0.000012,0.017546,0.000002,0.063695,0.000001,0.172814,0.00373,0.0568,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.47982,1,0.623097,0.497094,0.032271,0.063557,0.000341,0.376227,0.032415,0.120873,0.000011,0.280375,0.000001,0.029909,0.000001,0.087765,0.00382,0.032419,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.754772,1,0.691024,0.500356,0.034443,0.064664,0.000245,0.375265,0.034454,0.125081,0.000031,0.258855,0.000001,0.030941,0.000001,0.095679,0.003909,0.034472,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.316313,1,0.579078,0.522444,0.033132,0.070083,0.000023,0.381335,0.033012,0.141688,0.000076,0.097235,0.000001,0.028765,0,0.095472,0.00451,0.033089,0.000005,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.866432,1,1.21716,0.529939,0.065142,0.067857,0.000175,0.398895,0.064086,0.130881,0.000173,0.086502,0.000001,0.050661,0.000001,0.195162,0.001985,0.064134,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.603876,1,0.650965,0.572316,0.037171,0.076557,0.000028,0.415223,0.03716,0.157141,0.000025,0.220555,0.000001,0.033772,0,0.106399,0.004528,0.037158,0.000004,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.612606,1,0.653148,0.571199,0.037527,0.077902,0.000029,0.412944,0.037433,0.157793,0.00008,0.240995,0,0.034068,0.000001,0.107364,0.004571,0.037522,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.693946,1,0.175047,0.545464,0.001418,0.078764,0.001631,0.365512,0.001432,0.179961,0.000001,0.322643,0,0.00002,0,0.002805,0.001215,0.001433,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.614523,1,0.403653,0.520279,0.018592,0.080101,0.000036,0.36019,0.018474,0.160089,0.000059,0.261063,0.000002,0.01987,0,0.055502,0.001165,0.018549,0.000002,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.528034,1,0.382009,0.450647,0.018302,0.041945,0.000021,0.13072,0.009576,0.094327,0.008579,0.180175,0.000001,0.005281,0,0.043987,0.001443,0.018154,0.004009,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.042378,1,0.841499,0.746834,0.075891,0.301703,0.001269,2.235574,0.057079,0.447625,0.018904,1.968328,0.000005,0.000901,0.000002,0.120487,0.024946,0.075975,0.018884,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,1.263693,1,0.781994,1.248407,0.088673,0.366604,0.000142,2.380169,0.064214,0.732525,0.022968,1.834831,0.000004,0.000373,0.000001,0.13737,0.02343,0.087185,0.022926,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.408072,1,0.352018,0.365432,0.004145,0.038528,0.00001,0.288434,0.004319,0.076997,0.000032,0.269184,0.000001,0.000041,0,0.007186,0.002461,0.004306,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.233871,1,0.353614,0.562215,0,0.055868,0,0.475045,0,0.087169,0,0.270157,0,0,0,0.000001,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.01943,1,0.254867,0.343275,0.002587,0.196493,0.006894,0.211895,0.00115,0.13224,0.000071,0.337518,0.01143,0.003779,0.004078,0.012281,0.000005,0.000724,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.593927,1,0.106642,0.503107,0,0.100651,0.001865,0.280528,0,0.222577,0,0.223337,0,0,0,0.000001,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,1.878938,1,0.938694,0.45355,0.000156,0.162855,0.000021,0.255894,0.000036,0.197673,0,0.221309,0.000016,0.000021,0.000008,0.000048,0.000002,0.00002,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.434764,1,0.858691,0.516502,0.068137,0.069451,0.000025,0.378736,0.067974,0.137752,0.000166,0.012472,0,0.053634,0.000001,0.14373,0.004983,0.068136,0.000033,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.452584,1,0.863146,0.517925,0.068574,0.069113,0.000025,0.379688,0.068415,0.138228,0.000158,0.008934,0.000002,0.053986,0.000001,0.144954,0.004996,0.068573,0.000033,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,3.212666,1,0.803167,0.534127,0.041235,0.041312,0.000042,0.432462,0.041173,0.10409,0.000015,0.27576,0,0.023313,0.000001,0.118998,0.005215,0.041209,0.000012,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.221952,1,0.813132,0.434901,0.045733,0.051499,0.000619,0.3429,0.045612,0.092051,0.000049,0.262645,0,0.045247,0.000001,0.131523,0.005667,0.045534,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.421614,1,1.105518,0.482808,0.055758,0.065931,0.000067,0.353767,0.056023,0.129032,0.000012,0.014276,0.000002,0.063696,0.000001,0.172314,0.003763,0.056376,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.480961,1,0.624346,0.497524,0.032434,0.063598,0.000342,0.377024,0.032441,0.121074,0.000011,0.282179,0.000001,0.029928,0.000001,0.087217,0.00397,0.032495,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.799838,1,0.700336,0.502004,0.034146,0.064815,0.000244,0.376638,0.033909,0.125474,0.00003,0.261672,0.000001,0.030968,0.000001,0.095046,0.004017,0.034379,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,0.974599,1,0.297861,1.116661,0.077325,0.164323,0.000056,0.821114,0.077154,0.331391,0.00017,0.246148,0.000002,0.067239,0.000001,0.22069,0.010969,0.077317,0.000011,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,1.798652,1,0.546745,0.528714,0.063335,0.067652,0.000175,0.397872,0.063507,0.130897,0.000165,0.080587,0.000001,0.051248,0.000001,0.190952,0.002325,0.06389,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,1.138685,1,0.314658,0.347046,0.081742,1.671174,0.000062,0.905385,0.081631,0.342323,0.000053,0.469273,0.000002,0.074278,0.000001,0.232692,0.010192,0.081714,0.000009,O3
