st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,st22,st23,st24,st25,st26,st27,st28,st29,st30,st31,st32,st33,st34,st35,st36,st37,st38,st39,st40,st41,st42,st43,st44,st45,cpu-cycles,instructions,bus-cycles,cache-references,cache-misses,branch-instructions,branch-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-icache-loads,L1-icache-load-missesd,TLB-load-misses,iTLB-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,Label
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.28962,1,0.773688,0.532425,0.033605,0.07141,0.000024,0.356962,0.033532,0.144021,0.000073,0.108618,0.000001,0.029235,0.000001,0.09562,0.004792,0.033603,0.000005,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.834553,1,1.61126,0.528693,0.063499,0.067647,0.000175,0.397894,0.063482,0.130902,0.000162,0.080798,0.000001,0.051552,0.000001,0.189694,0.00239,0.063746,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,1.773353,1,0.616409,1.578064,0.103413,0.211578,0.000081,1.145076,0.103351,4.32946,0.000066,0.592748,0.000003,0.094037,0.000002,0.292499,0.013218,0.103435,0.000011,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.318547,1,0.848019,0.851465,0.055992,0.116162,0.000043,0.613324,0.055853,2.339225,0.000116,0.350101,0,0.050851,0.000001,0.158068,0.00708,0.055966,0.000006,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.772477,1,0.27957,0.627913,0.002529,0.13613,0.002818,0.310254,0.002524,0.311078,0.000001,0.236415,0.000002,0.000035,0,0.004951,0.002101,0.002514,0.000001,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.578098,1,0.631958,0.618403,0.059894,0.258328,0.000116,1.161621,0.059628,0.516295,0.000195,0.841989,0.000007,0.064118,0.000001,0.17495,0.004207,0.059829,0.000008,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.437363,1,0.529753,0.454865,0.030582,0.07061,0.000036,0.599865,0.016147,0.158803,0.014435,0.303645,0.000002,0.008895,0.000001,0.073926,0.002532,0.030606,0.00681,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.194062,1,0.398021,0.353818,0.010017,0.039784,0.000167,0.294792,0.007525,0.059026,0.002492,0.259557,0.000001,0.000119,0,0.016088,0.003459,0.010012,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,0.893919,1,0.624524,0.65477,0.026128,0.110082,0.000043,0.57476,0.019174,0.219958,0.006895,0.411041,0.000001,0.000114,0.000001,0.040954,0.007047,0.025998,0.006884,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.386599,1,0.4622,0.367545,0.004382,0.038786,0.00001,0.289868,0.004385,0.077675,0.00003,0.272584,0.000001,0.000042,0,0.007373,0.00244,0.00446,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.133112,1,0.471213,0.590363,0,0.065558,0,0.217531,0.000001,0.102289,0,0.26156,0.000001,0.000001,0.000001,0.000002,0,0.000001,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,0.991866,1,0.330615,0.343634,0.001303,0.196471,0.006797,0.211804,0.001323,0.132147,0.000091,0.336235,0.011447,0.003841,0.00391,0.012777,0.000008,0.000911,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.597547,1,0.212233,0.503079,0,0.100652,0.001865,0.28052,0,0.222573,0,0.224658,0,0,0,0.000001,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.193318,1,1.06444,0.453571,0.000048,0.162865,0.000022,0.255897,0.000049,0.197677,0,0.221341,0.000018,0.000021,0.000009,0.000067,0.000002,0.00003,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.147484,1,1.097516,0.51668,0.068131,0.069476,0.000025,0.37889,0.067976,0.137795,0.000157,0.013968,0,0.053638,0.000001,0.143555,0.005008,0.068141,0.000033,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.318989,1,1.106331,0.518081,0.068573,0.069137,0.000025,0.379806,0.068416,0.138257,0.000158,0.010328,0.000002,0.053997,0.000001,0.144661,0.005096,0.06857,0.000033,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,3.10237,1,1.034121,0.532349,0.041276,0.041095,0.000041,0.429781,0.041214,0.102675,0.000015,0.269989,0.000001,0.024227,0.000001,0.117236,0.005374,0.041245,0.000011,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.136396,1,1.046031,0.434766,0.045695,0.051488,0.000619,0.342776,0.045624,0.092013,0.000029,0.262319,0.000001,0.045257,0.000001,0.127532,0.005902,0.045713,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.323901,1,1.441353,0.482807,0.055902,0.065937,0.000066,0.353786,0.055761,0.129022,0.000012,0.015458,0.000003,0.063718,0.000001,0.167043,0.004072,0.055878,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,1.904186,1,0.672459,0.721374,0.046913,0.092211,0.000496,0.547177,0.04688,0.1757,0.000016,0.410447,0.000002,0.043419,0.000002,0.125599,0.005722,0.046899,0.000012,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.571429,1,0.857207,0.502976,0.034269,0.064878,0.000244,0.377517,0.034141,0.125742,0.00003,0.26432,0.000001,0.031,0.000001,0.094433,0.00404,0.034369,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,1.855762,1,0.727266,1.040204,0.069759,0.14827,0.000051,0.741634,0.069609,0.299149,0.00015,0.229176,0.000003,0.060696,0.000001,0.198174,0.009977,0.069753,0.00001,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,0.860953,1,0.448521,0.52888,0.063924,0.067677,0.000175,0.397881,0.063981,0.130894,0.000158,0.080941,0.000001,0.051901,0.000001,0.188528,0.002408,0.064543,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.293522,1,0.908313,0.89775,0.058829,0.120348,0.000045,0.652408,0.058738,0.246684,0.000039,0.339826,0.000002,0.053473,0.000001,0.165741,0.007506,0.058768,0.000006,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.186866,1,0.81084,0.898255,0.060989,0.125482,0.000047,0.667458,0.060893,0.254567,0.000125,0.379342,0.000001,0.055406,0.000001,0.171219,0.007825,0.060961,0.000007,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.875649,1,0.324875,1.193573,0.01171,0.63983,0.013246,2.229056,0.011705,1.46209,0.000006,1.91283,0.000005,0.000163,0.000002,0.02321,0.009874,0.011792,0.000003,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.572317,1,0.524103,0.520288,0.018536,0.801028,0.000036,0.360195,0.018477,0.160093,0.000055,0.261086,0.000002,0.019881,0,0.054241,0.001298,0.018558,0.000002,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.488295,1,0.496099,0.450611,0.018137,0.04194,0.000021,0.356292,0.0096,0.094327,0.008576,0.180333,0.000001,0.005283,0.000001,0.043988,0.001494,0.018221,0.004035,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,0.570541,1,0.366032,0.386236,0.025871,0.102748,0.000432,0.761347,0.019439,0.152443,0.006438,0.670347,0.000002,0.000308,0.000001,0.041638,0.008953,0.025871,0.006431,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,0.783562,1,0.582816,0.646161,0.044952,0.189743,0.000074,1.23191,0.032858,0.379132,0.011888,0.949713,0.000002,0.000196,0.000001,0.070652,0.012129,0.044715,0.011865,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.39197,1,0.479716,0.419624,0.005039,0.044282,0.000011,0.330931,0.004996,0.088684,0.000034,0.31126,0.000001,0.000048,0,0.008403,0.002788,0.005078,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.073081,1,0.595658,0.953559,0,0.168737,0.000001,1.027263,0,0.333954,0,0.876564,0.000003,0.000002,0.000002,0.000003,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.000612,1,0.333535,0.344249,0.001164,0.197322,0.006941,0.211853,0.001191,0.132313,0.000029,0.334229,0.01142,0.003863,0.003969,0.013159,0.000008,0.001341,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.595458,1,0.225756,0.503089,0,0.100653,0.001865,0.280518,0,0.222565,0,0.222823,0,0,0,0.000001,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.271064,1,1.090355,0.453588,0.000027,0.162886,0.000027,0.255889,0.000037,0.197668,0,0.221315,0.000018,0.000022,0.000009,0.000057,0.000002,0.000027,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.241082,1,1.080358,0.516691,0.068144,0.069478,0.000025,0.378882,0.067975,0.137791,0.000167,0.013897,0,0.05365,0.000001,0.143439,0.00502,0.068134,0.000033,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.294378,1,1.098135,0.518085,0.068578,0.069136,0.000025,0.379814,0.068416,0.138262,0.000164,0.0104,0.000003,0.053991,0.000001,0.144873,0.005094,0.068573,0.000033,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,3.117455,1,1.039152,0.532631,0.0412,0.041122,0.000042,0.430415,0.041219,0.102905,0.000015,0.27143,0.000001,0.024093,0.000001,0.116873,0.005445,0.04122,0.000012,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.145216,1,1.048501,0.434812,0.045673,0.051492,0.000619,0.342839,0.045622,0.092031,0.000038,0.262486,0.000001,0.045258,0.000001,0.127567,0.005902,0.045639,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.317788,1,1.439248,0.482825,0.055583,0.065942,0.000066,0.353781,0.055982,0.129022,0.000012,0.015073,0.000003,0.063707,0.000001,0.171703,0.003762,0.055866,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.31537,1,0.770692,0.497416,0.032627,0.063585,0.000342,0.3765,0.032546,0.120955,0.000011,0.281053,0.000001,0.029914,0.000001,0.087915,0.00385,0.032529,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.539807,1,0.846022,0.502847,0.034204,0.064858,0.000244,0.377534,0.034023,0.125756,0.00003,0.264302,0.000001,0.031004,0.000001,0.094191,0.004042,0.034287,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.333809,1,0.777934,0.524225,0.033084,0.070316,0.000023,0.382677,0.033013,0.141915,0.000074,0.108715,0.000001,0.028784,0.000001,0.094101,0.004692,0.033084,0.000005,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.832086,1,1.609745,0.528946,0.06378,0.067689,0.000175,0.397991,0.063898,0.130896,0.000162,0.081542,0.000001,0.051396,0.000001,0.190416,0.002352,0.063938,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.594842,1,0.864948,0.564578,0.037163,0.075779,0.000029,0.410222,0.03714,0.155014,0.000024,0.210571,0.000001,0.033794,0.000001,0.104749,0.00474,0.037172,0.000004,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.583534,1,0.861175,0.56994,0.037532,0.077761,0.000029,0.412123,0.037432,0.157306,0.000081,0.23805,0,0.034087,0.000001,0.105478,0.004791,0.037517,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.699588,1,0.233193,0.545524,0.001433,0.078769,0.001631,0.365515,0.001427,0.179992,0.000001,0.322787,0.000001,0.00002,0,0.002829,0.001216,0.001433,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.582152,1,0.527376,0.520289,0.018529,0.080103,0.000036,0.360194,0.01849,0.160092,0.000055,0.26108,0.000003,0.019881,0,0.054117,0.001302,0.018542,0.000002,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.487144,1,0.495715,0.450614,0.018133,0.04194,0.000021,0.356328,0.009619,0.094327,0.008578,0.180379,0.000001,0.005282,0.000001,0.044074,0.001451,0.018195,0.004013,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.188063,1,0.396022,0.353817,0.010016,0.039784,0.000167,0.294792,0.007525,0.059026,0.002493,0.259553,0.000001,0.000119,0,0.015823,0.003268,0.010016,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,0.906544,1,0.30218,0.472137,0.013113,0.055607,0.000022,0.361026,0.009661,0.11111,0.003483,0.278314,0.000001,0.000057,0,0.020704,0.003553,0.013112,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.380987,1,0.46033,0.367394,0.004244,0.038767,0.00001,0.289764,0.004209,0.077625,0.00003,0.272339,0.000001,0.000042,0,0.007124,0.002441,0.004234,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.237339,1,0.478337,0.562229,0,0.055869,0,0.475056,0,0.087171,0,0.27019,0.000001,0.000001,0.000001,0.000001,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,0.988789,1,0.32959,0.343164,0.00104,0.196249,0.00685,0.212087,0.000754,0.132555,0.000109,0.333607,0.010922,0.003819,0.004084,0.012537,0.000003,0.000849,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.823431,1,0.614386,0.811535,0,0.342952,0.006354,0.354013,0,0.45752,0,0.458209,0.000001,0.000001,0.000001,0.000003,0,0.000002,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.054754,1,1.018251,0.453557,0.000038,0.16285,0.000019,0.255891,0.000021,0.197672,0,0.221269,0.000022,0.000022,0.000009,0.000073,0.000001,0.000037,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,2.841468,1,1.043868,0.516613,0.068146,0.069463,0.000025,0.378832,0.067976,0.137776,0.000167,0.013575,0,0.05362,0.000001,0.144654,0.004558,0.068151,0.000032,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.155404,1,1.051808,0.518096,0.06859,0.069132,0.000025,0.379813,0.068415,0.138284,0.000168,0.010081,0.000002,0.053973,0.000001,0.145862,0.0046,0.06858,0.000032,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,3.029824,1,1.009944,0.532112,0.041264,0.041068,0.000041,0.429627,0.041164,0.102619,0.000015,0.269633,0.000001,0.023645,0.000001,0.118909,0.005248,0.041148,0.000012,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.104103,1,1.031674,0.434758,0.045797,0.051487,0.000619,0.34276,0.0456,0.092012,0.000031,0.262242,0.000001,0.045239,0.000001,0.131733,0.005658,0.045773,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.35408,1,1.451224,0.482785,0.055214,0.06593,0.000066,0.353736,0.055048,0.129026,0.000012,0.013911,0.000003,0.063709,0.000001,0.171229,0.003732,0.055246,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,1.712554,1,0.644019,0.721281,0.047495,0.0922,0.000495,0.54592,0.047479,0.175386,0.000016,0.407541,0.000002,0.043369,0.000002,0.127743,0.005571,0.047493,0.000013,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.464281,1,0.820337,0.502426,0.034797,0.064819,0.000245,0.37679,0.034762,1.255992,0.000031,0.263571,0.000001,0.030941,0.000001,0.096122,0.003912,0.034795,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.287329,1,0.762448,0.52271,0.03309,0.070106,0.000023,0.365716,0.033013,0.141634,0.000076,0.096156,0.000001,0.028767,0.000001,0.09544,0.004512,0.033089,0.000005,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,0.73718,1,0.633049,0.529862,0.06385,0.067842,0.000175,0.398844,0.063283,0.130882,0.000164,0.087113,0.000001,0.050573,0.000002,0.19425,0.002099,0.063255,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.551711,1,0.850568,0.573585,0.037188,0.076688,0.000028,0.415786,0.037149,0.157383,0.000025,0.221927,0.000001,0.033777,0.000001,0.106441,0.004544,0.037188,0.000004,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.553001,1,0.851,0.571633,0.037542,0.077984,0.000029,0.413736,0.037462,0.158286,0.000081,0.243943,0,0.034073,0.000001,0.107372,0.004584,0.037543,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.682793,1,0.227205,0.545397,0.001324,0.787607,0.001631,0.365465,0.001326,0.179932,0.000001,0.322563,0.000001,0.00002,0,0.002645,0.001215,0.001331,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.525007,1,0.508318,0.520285,0.018517,0.080102,0.000036,0.360194,0.018466,0.160091,0.000059,0.261079,0.000003,0.019866,0.000001,0.05548,0.001162,0.018524,0.000002,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.327156,1,0.700455,1.933495,0.078001,0.17994,0.000091,1.528872,0.041063,0.404698,0.036807,0.773791,0.000006,0.02266,0.000003,0.188795,0.006192,0.078009,0.017444,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.17815,1,0.392718,0.353818,0.010023,0.039784,0.000167,0.294792,0.007532,0.059026,0.00249,0.259551,0.000001,0.000119,0,0.015784,0.003258,0.01002,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,0.92074,1,0.306922,0.472135,0.01366,0.055606,0.000022,0.361024,0.010163,0.11111,0.00348,0.27831,0.000001,0.000057,0,0.020916,0.003519,0.013627,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.343056,1,0.447691,0.366558,0.003247,0.038664,0.00001,0.289173,0.003204,0.077346,0.000032,0.270902,0.000001,0.000042,0,0.005917,0.002426,0.003248,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.232511,1,0.421771,0.562217,0,0.055868,0,0.47505,0.000001,0.08717,0,0.270169,0.000001,0.000001,0.000001,0.000001,0,0,0,O3
